-49.35817,-20.81795,0
-49.35788,-20.81817,0
-49.35779,-20.81822,0
-49.35779,-20.81814,0
-49.35779,-20.81805,0
-49.35778,-20.81805,0
-49.35777,-20.81805,0
-49.35776,-20.81804,0
-49.35775,-20.81804,0
-49.35774,-20.81804,0
-49.35774,-20.81803,0
-49.35773,-20.81803,0
-49.35773,-20.81802,0
-49.35772,-20.81801,0
-49.35772,-20.818,0
-49.35771,-20.818,0
-49.35771,-20.81799,0
-49.35771,-20.81798,0
-49.35771,-20.81797,0
-49.35751,-20.81797,0
-49.35738,-20.81797,0
-49.35732,-20.81797,0
-49.357,-20.81798,0
-49.35696,-20.81802,0
-49.35694,-20.81805,0
-49.35693,-20.81809,0
-49.35692,-20.81813,0
-49.35691,-20.81819,0
-49.35691,-20.81822,0
-49.35692,-20.81825,0
-49.35692,-20.8183,0
-49.35703,-20.81889,0
-49.35698,-20.81898,0
-49.35693,-20.81907,0
-49.35688,-20.81913,0
-49.35657,-20.81945,0
-49.35648,-20.81957,0
-49.35638,-20.81968,0
-49.35605,-20.82002,0
-49.35571,-20.82036,0
-49.35537,-20.82074,0
-49.35502,-20.82111,0
-49.35469,-20.82146,0
-49.35436,-20.82181,0
-49.35398,-20.82223,0
-49.35393,-20.82233,0
-49.35401,-20.8224,0
-49.35406,-20.82246,0
-49.35387,-20.82253,0
-49.35371,-20.82271,0
-49.35338,-20.82307,0
-49.35323,-20.82323,0
-49.35251,-20.82396,0
-49.35225,-20.82423,0
-49.35209,-20.82439,0
-49.35195,-20.82453,0
-49.35183,-20.82469,0
-49.35179,-20.82476,0
-49.35171,-20.82497,0
-49.35169,-20.82504,0
-49.35168,-20.8251,0
-49.35164,-20.82559,0
-49.35164,-20.82562,0
-49.35161,-20.82594,0
-49.35159,-20.82607,0
-49.35158,-20.82633,0
-49.35157,-20.82646,0
-49.35156,-20.82668,0
-49.35155,-20.82685,0
-49.35141,-20.82783,0
-49.35136,-20.82821,0
-49.35129,-20.82873,0
-49.35124,-20.82912,0
-49.35123,-20.82916,0
-49.3512,-20.8295,0
-49.35117,-20.82969,0
-49.35113,-20.82986,0
-49.35108,-20.83003,0
-49.35094,-20.83041,0
-49.35076,-20.83079,0
-49.35074,-20.83087,0
-49.35076,-20.83089,0
-49.35077,-20.83091,0
-49.35079,-20.83093,0
-49.3508,-20.83095,0
-49.35081,-20.83097,0
-49.35081,-20.831,0
-49.35082,-20.83102,0
-49.35081,-20.83105,0
-49.35081,-20.83107,0
-49.35079,-20.83111,0
-49.35079,-20.83113,0
-49.35078,-20.83115,0
-49.35077,-20.83117,0
-49.35075,-20.83119,0
-49.35074,-20.83121,0
-49.35073,-20.83122,0
-49.35071,-20.83124,0
-49.35069,-20.83125,0
-49.35067,-20.83126,0
-49.35065,-20.83127,0
-49.35062,-20.83127,0
-49.3506,-20.83127,0
-49.35057,-20.83127,0
-49.35054,-20.83126,0
-49.35053,-20.83126,0
-49.35041,-20.83133,0
-49.3504,-20.83134,0
-49.35038,-20.83135,0
-49.35036,-20.83137,0
-49.35035,-20.83139,0
-49.35033,-20.83141,0
-49.35032,-20.83144,0
-49.35006,-20.83203,0
-49.34992,-20.83226,0
-49.34991,-20.83228,0
-49.34989,-20.83231,0
-49.34986,-20.83238,0
-49.34971,-20.83259,0
-49.3497,-20.83261,0
-49.34969,-20.83263,0
-49.34959,-20.83276,0
-49.34946,-20.83291,0
-49.34924,-20.83312,0
-49.34921,-20.83315,0
-49.34918,-20.83318,0
-49.34912,-20.83323,0
-49.34867,-20.8336,0
-49.34832,-20.8339,0
-49.3481,-20.8341,0
-49.34808,-20.83412,0
-49.348,-20.83418,0
-49.34681,-20.83536,0
-49.34673,-20.83545,0
-49.34669,-20.83549,0
-49.34617,-20.83607,0
-49.34589,-20.83642,0
-49.34586,-20.83647,0
-49.34539,-20.83716,0
-49.34538,-20.83719,0
-49.34537,-20.83723,0
-49.34536,-20.83729,0
-49.34535,-20.83734,0
-49.34536,-20.83736,0
-49.34537,-20.83737,0
-49.34538,-20.83738,0
-49.34539,-20.8374,0
-49.3454,-20.83741,0
-49.3454,-20.83743,0
-49.3454,-20.83745,0
-49.34541,-20.83746,0
-49.3454,-20.83749,0
-49.34539,-20.83751,0
-49.34539,-20.83753,0
-49.34538,-20.83754,0
-49.34536,-20.83756,0
-49.34535,-20.83758,0
-49.34534,-20.83759,0
-49.34532,-20.8376,0
-49.34531,-20.83762,0
-49.34529,-20.83763,0
-49.34527,-20.83764,0
-49.34525,-20.83764,0
-49.34524,-20.83765,0
-49.34523,-20.83772,0
-49.34522,-20.83779,0
-49.34519,-20.83785,0
-49.34508,-20.83804,0
-49.34497,-20.83824,0
-49.34492,-20.83833,0
-49.34484,-20.83849,0
-49.34481,-20.83856,0
-49.3446,-20.83886,0
-49.34427,-20.83923,0
-49.34412,-20.83946,0
-49.34403,-20.83956,0
-49.34385,-20.83976,0
-49.34333,-20.84034,0
-49.34317,-20.84052,0
-49.34246,-20.84132,0
-49.34246,-20.84133,0
-49.34246,-20.84134,0
-49.34246,-20.84135,0
-49.34245,-20.84135,0
-49.34245,-20.84136,0
-49.34244,-20.84136,0
-49.34244,-20.84137,0
-49.34243,-20.84137,0
-49.34243,-20.84138,0
-49.34242,-20.84138,0
-49.34242,-20.84139,0
-49.34241,-20.84139,0
-49.3424,-20.84139,0
-49.34239,-20.84139,0
-49.34239,-20.8414,0
-49.34238,-20.8414,0
-49.34234,-20.84147,0
-49.34231,-20.84149,0
-49.3423,-20.8415,0
-49.34227,-20.84153,0
-49.34222,-20.84158,0
-49.34208,-20.84186,0
-49.34186,-20.84229,0
-49.34168,-20.84259,0
-49.34151,-20.84288,0
-49.34127,-20.84332,0
-49.34116,-20.8435,0
-49.34095,-20.84387,0
-49.34075,-20.84423,0
-49.34057,-20.84453,0
-49.34039,-20.84483,0
-49.34022,-20.84514,0
-49.34005,-20.84544,0
-49.33988,-20.84574,0
-49.33971,-20.84604,0
-49.34016,-20.8464,0
-49.34062,-20.84676,0
