-49.37654,-20.81273,0
-49.37645,-20.81279,0
-49.37629,-20.81295,0
-49.37614,-20.81312,0
-49.37585,-20.81338,0
-49.37581,-20.81341,0
-49.37543,-20.81375,0
-49.37475,-20.81439,0
-49.37407,-20.81503,0
-49.3737,-20.81536,0
-49.37334,-20.81569,0
-49.37302,-20.81602,0
-49.37277,-20.81628,0
-49.37271,-20.81633,0
-49.37268,-20.81635,0
-49.37251,-20.8165,0
-49.37241,-20.81659,0
-49.37213,-20.81682,0
-49.37197,-20.81692,0
-49.37192,-20.81695,0
-49.37182,-20.81691,0
-49.37132,-20.81685,0
-49.37082,-20.81679,0
-49.37076,-20.81678,0
-49.37043,-20.81675,0
-49.37002,-20.81672,0
-49.36995,-20.8167,0
-49.36987,-20.81669,0
-49.36949,-20.81664,0
-49.36912,-20.81659,0
-49.36901,-20.81658,0
-49.3689,-20.81657,0
-49.36853,-20.81661,0
-49.36817,-20.81665,0
-49.36804,-20.81666,0
-49.36791,-20.81668,0
-49.36747,-20.81672,0
-49.36707,-20.8167,0
-49.36697,-20.8167,0
-49.36668,-20.81666,0
-49.36639,-20.81661,0
-49.36614,-20.81658,0
-49.36588,-20.81654,0
-49.36556,-20.8165,0
-49.36523,-20.81646,0
-49.36485,-20.81642,0
-49.36448,-20.81638,0
-49.36419,-20.81636,0
-49.36345,-20.81631,0
-49.36317,-20.8163,0
-49.36302,-20.8163,0
-49.36281,-20.81637,0
-49.3626,-20.81643,0
-49.36235,-20.81652,0
-49.36209,-20.8166,0
-49.36178,-20.81672,0
-49.36147,-20.81684,0
-49.36133,-20.81688,0
-49.3612,-20.81693,0
-49.36116,-20.81694,0
-49.36073,-20.81706,0
-49.36038,-20.81716,0
-49.36025,-20.81719,0
-49.36008,-20.81725,0
-49.35978,-20.81734,0
-49.35931,-20.81748,0
-49.35912,-20.81754,0
-49.35901,-20.81758,0
-49.35883,-20.81763,0
-49.35833,-20.8178,0
-49.35828,-20.81782,0
-49.35828,-20.81784,0
-49.35827,-20.81785,0
-49.35826,-20.81787,0
-49.35825,-20.81788,0
